Lot Number,Sale Number,Url,Title,Current Price,Current # Bids,Current # Watchers,# Page Views,Time Left
17051,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17051,"The Jetsons Full Family Size Comparison/Color Model Cel (Hanna-Barbera, 1962).",58,5,38,73,22h 58m 11s
17052,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17052,"Ricochet Rabbit & Droop-a-Long ""Atchison Topeka & Sam Jose"" Title Cel and Key Master Background (Hanna-Barbera, 1964).",105,3,23,85,22h 58m 6s
17053,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17053,"Jonny Quest ""Calcutta Adventure"" Pan Production Background (Hanna-Barbera, 1964).",155,9,22,117,22h 58m 1s
17054,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17054,"The Banana Splits Hand-Drawn Logo Original Art and Costume Photos Group of 5 (Hanna-Barbera, 1968).",58,3,27,78,22h 57m 42s
17055,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17055,"Hanna-Barbera's World of Super Adventure Multi-Character Publicity Cel (Hanna-Barbera, c. 1978-1984).",200,29,42,185,22h 57m 38s
17056,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17056,"Oversized Vertical Pan Production Cel Featuring Over 45 Hanna-Barbera Characters (Hanna-Barbera, c. 1970s).",115,26,49,181,22h 57m 19s
17057,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17057,"Scooby-Doo, Where Are You! Shaggy, Scooby-Doo, Velma, Daphne, and Fred Production Cel (Hanna-Barbera, c. 1970s).",260,10,143,343,22h 57m 15s
17058,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17058,"Hockey Night in Canada Peter Puck Title Card Production Cel (Hanna-Barbera, c. 1970s).",225,15,29,113,22h 56m 54s
17059,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17059,"The Smurfs Gargamel and Smurf Production Bumper Cel and Key Master Production Cel (Hanna-Barbera, c. 1980s).",56,6,30,60,22h 56m 42s
17060,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17060,"Cartoonsville ""Space Ghost Attraction"" Theme Park Attraction Concept Painting by Bruce Bushman (Hanna-Barbera, c. 1968).",0,0,25,68,22h 56m 19s
17061,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17061,"Cartoonsville ""Space Ghost Attraction"" Theme Park Attraction Concept Painting by Bruce Bushman (Hanna-Barbera, c. 1968).",240,4,21,52,22h 56m 15s
17062,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17062,"Cartoonsville ""Alien World Explorer"" Theme Park Attraction Concept Painting by Bruce Bushman (Hanna-Barbera, c. 1968).",240,3,14,60,22h 56m 10s
17063,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17063,"The Art of Hanna-Barbera ""Theme Park"" Signed Limited Edition Cel #171/400 (Hanna-Barbera, 1991).",135,4,29,56,22h 56m 6s
17064,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17064,"""Hollyrock 3-D"" The Flintstones and Friends Raised-Relief Limited Edition Print by Charles Fazzino Signed by Bill Hanna and Joe Barbera (Hanna-Barbera, 1993).",925,44,18,95,22h 55m 39s
17065,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17065,"""Broadway Toons"" Limited Edition Three-Dimensional Serigraph Display #199/400 Created by Charles Fazzino and Signed by Bill Hanna and Joe Barbera (Hanna-Barbera, 1995).",350,18,20,78,22h 55m 35s
17066,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17066,"Bill & Ted's Excellent Adventures (TV Series) Promotional Illustration Original Art by Kent Melton (Hanna-Barbera, 1990).",84,21,9,43,22h 55m 31s
17067,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17067,"Hanna-Barbera's 50th: A Yabba Dabba Doo Celebration 46-Character Production Cel Signed by Bill Hanna and Joe Barbera (Hanna-Barbera, 1989).",810,20,34,132,22h 55m 27s
17068,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17068,"""Symphony of the Stars"" Flintstones, Jetsons, Scooby-Doo, and More Limited Edition Cel #452/500 Signed by Bill Hanna and Joe Barbera (Hanna-Barbera, 1988).",115,7,44,105,22h 55m 23s
17069,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17069,"What's Opera, Doc? Bugs Bunny Production Cel and Master Production Background (Warner Brothers, 1957).",4700,27,130,515,22h 55m 19s
17070,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17070,"What's Opera, Doc? Elmer Fudd Layout Drawing (Warner Brothers, 1957).",625,9,47,158,22h 55m 15s
17071,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17071,"What's Opera, Doc? Elmer as Siegfried Original Layout Drawings by Chuck Jones (Warner Brothers, 1957).",310,11,51,135,22h 55m 10s
17072,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17072,"Falling Hare Bugs Bunny Production Cel with Custom Painted Background (Warner Brothers, 1943/1997).",525,13,62,196,22h 55m 6s
17073,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17073,"A Feather in His Hare Bugs Bunny Production Cel with Slick Hare Production Background (Warner Brothers, 1947/48).",725,10,44,154,22h 55m 2s
17074,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17074,"A Hare Grows in Manhattan Bugs Bunny Studio Publicity Magazine Title Illustration Original Art (Warner Brothers/Coronet Magazine, 1945).",130,6,47,163,22h 54m 57s
17075,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17075,"Sylvester and Tweety Bird Original Storyboard Art by Bob Clampett, Group of 2 (Warner Brothers, c. 1945).",200,7,22,145,22h 54m 53s
17076,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17076,"""Elmer's Candid Camera"" Elmer Fudd and Happy Rabbit (Bugs Bunny Prototype) Limited Edition Cel #25/40 (Warner Brothers, 2000).",3,2,22,72,22h 54m 49s
17077,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17077,"Coal Black and de Sebben Dwarfs Studio Model Sheet (Warner Brothers, 1942).",140,7,73,370,22h 54m 45s
17078,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17078,"My Bunny Lies Over the Ocean Bugs Bunny Production Cel with Signed 14 Carrot Rabbit Pan Background (Warner Brothers, 1948/1952).",230,17,46,162,22h 54m 41s
17079,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17079,"Rabbit Fire Elmer Fudd Production Cel with Bugs Bunny Production Cel (Warner Brothers, c. 1951/1957).",130,6,42,146,22h 54m 37s
17080,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17080,"Ain't She Tweet Sylvester Production Cel and Master Background by Irv Wyner (Warner Brothers, 1952).",210,5,49,127,22h 54m 32s
17081,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=17081,"14 Carrot Rabbit 45-Inch Pan Production Background by Irv Wyner (Warner Brothers, 1952).",3,2,32,89,22h 54m 28s
16051,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16051,"Æon Flux ""Mirror"" Production Cel Signed by Peter Chung and Animation Drawing (MTV Animation, 1992).",1,1,23,40,23h 52m 50s
16052,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16052,"Æon Flux ""War"" Production Cel Signed by Peter Chung (MTV Animation, 1992).",8,5,27,49,23h 52m 46s
16053,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16053,"Æon Flux ""War"" Production Cel Signed by Peter Chung with Animation Drawing (MTV Animation, 1992).",26,12,27,48,23h 52m 43s
16054,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16054,"Æon Flux ""Tide"" Trevor Goodchild, Æon Flux, and Agent Production Cel Signed by Peter Chung (MTV Animation, 1992).",8,2,19,49,23h 52m 39s
16055,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16055,"Æon Flux ""Pilot"" Production Cel Signed by Peter Chung with Key Master Background (MTV Animation, 1991).",8,2,27,50,23h 52m 36s
16056,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16056,"Æon Flux ""Pilot"" Production Cel Setup with Key Master Background Signed by Peter Chung (MTV Animation, 1991).",1,1,30,50,23h 52m 33s
16057,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16057,"Æon Flux ""Pilot"" Production Cel Signed by Peter Chung with Animation Drawing (MTV Animation, 1991).",1,1,27,66,23h 52m 29s
16058,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16058,"Æon Flux ""Pilot"" Monican Soldier Production Cel with Key Master Background and ""Mirror"" Æon Flux Production Cel Signed by Peter Chung Group of 2 (MTV Animation, c. 1991-92).",8,2,29,89,23h 52m 26s
16059,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16059,"G-Police Production Cel with Master Background Signed by Peter Chung (Acme Filmworks, 1997).",1,1,9,24,23h 52m 23s
16060,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16060,"G-Police Production Cel with Master Background by Peter Chung (Acme Filmworks, 1997).",1,1,8,24,23h 52m 19s
16061,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16061,"MTV Loaded Production Cel with Master Background Signed by Peter Chung (MTV Animation, 1996).",1,1,13,39,23h 52m 16s
16062,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16062,"MTV Loaded Production Cel with Key Master Background (MTV Animation, 1996).",1,1,8,38,23h 52m 13s
16063,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16063,"Æon Flux ""Pilot"" Production Cel Signed by Peter Chung with Key Master Background (MTV Animation, 1991).",9,6,33,50,23h 52m 9s
16064,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16064,"Levi's 501 Edward, Tentacles, and Man Television Commercial Production Cel Signed by Peter Chung (Colossal Pictures, 1990).",3,2,10,37,23h 52m 6s
16065,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16065,"Levi's 501 Television Commercial Production Cel (Colossal Pictures, 1990).",3,2,7,31,23h 52m 3s
16066,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16066,"Sesame Street ""Up, Down"" Animation Drawing Sequence of 3 Signed by Peter Chung (Klasky-Csupo, 1989).",1,1,12,63,23h 52m
16067,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16067,"The Mustard Seed Garden Painting Manual 3-Part Edo-Period Woodblock-Printed Book Set Composed of 17 Volumes (Wang Gai/Unknown Publisher, c. 1840s-1870s).",130,7,16,86,23h 51m 57s
16068,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16068,"Katsushika Hokusai - 100 Views of Mt. Fuji Group of 2 Volumes with Group of 5 Other Woodblock-Illustrated Books (Heijiro Hayashi, c. 1877).",260,16,29,119,23h 51m 53s
16069,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16069,"Katsushika Hokusai Woodblock-Printed Hokusai Manga , Group of 13 Volumes (Heijiro Hayashi, c. 1870s).",130,17,23,72,23h 51m 50s
16070,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16070,"Akira Kaneda Production Cel and Animation Drawing Group of 2 (Tokyo Movie Shinsha, 1988).",2000,9,141,434,23h 51m 47s
16071,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16071,"Akira Kaneda Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",525,10,160,264,23h 51m 44s
16072,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16072,"Akira Tetsuo Production Cel (Tokyo Movie Shinsha, 1988).",230,9,90,206,23h 51m 41s
16073,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16073,"Akira Kaneda Production Cel with Master Background (Tokyo Movie Shinsha, 1988).",210,6,125,223,23h 51m 38s
16074,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16074,"Akira Kiyoko Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",105,5,62,69,23h 51m 35s
16075,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16075,"Akira Resistance Fighter Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",105,4,63,96,23h 51m 31s
16076,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16076,"Akira Tetsuo Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",230,9,92,100,23h 51m 28s
16077,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16077,"Akira The Capsules Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",130,5,95,118,23h 51m 25s
16078,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16078,"Akira Tetsuo Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",2600,9,96,166,23h 51m 22s
16079,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16079,"Akira Colonel Shikishima and Tetsuo Production Cel with Layout Drawing (Tokyo Movie Shinsha, 1988).",240,8,95,293,23h 51m 19s
16080,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16080,"Akira Kaneda Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",1900,11,152,401,23h 51m 16s
16081,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16081,"Akira Kaneda Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",1150,8,92,131,23h 51m 13s
16082,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16082,"Akira Tetsuo Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",240,8,68,107,23h 51m 9s
16083,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16083,"Akira Tetsuo Shima Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",155,5,96,136,23h 51m 6s
16084,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16084,"Akira Kaneda and Truck Production Cel and Animation Drawings Group of 3 (Tokyo Movie Shinsha, 1988).",260,11,61,91,23h 51m 3s
16085,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16085,"Akira Kaneda, Kai, and Yamagata Production Cel and Animation Drawing Group of 4 (Tokyo Movie Shinsha, 1988).",56,3,38,28,23h 51m
16086,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16086,"Akira Kaneda Production Cel and Animation Drawing Group of 3 (Tokyo Movie Shinsha, 1988).",56,4,42,33,23h 50m 57s
16087,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16087,"Akira Kaneda and Tetsuo Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",100,5,47,44,23h 50m 53s
16088,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16088,"Akira Tetsuo Production Cel Setup with Key Master Background (Tokyo Movie Shinsha, 1988).",105,5,47,91,23h 50m 50s
16089,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16089,"Akira Kaneda and Crowd Production Cel (Tokyo Movie Shinsha, 1988).",105,6,59,117,23h 50m 47s
16090,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16090,"Akira Kei Production Cel and Steam Effects Animation Drawing (Tokyo Movie Shinsha, 1988).",100,5,44,42,23h 50m 43s
16091,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16091,"Akira Tetsuo Production Cels and Animation Drawing (Tokyo Movie Shinsha, 1988).",230,5,151,522,23h 50m 40s
16092,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16092,"Akira Tetsuo Production Cel (Tokyo Movie Shinsha, 1988).",210,6,51,58,23h 50m 37s
16093,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16093,"Akira Tetsuo Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",330,8,138,260,23h 50m 34s
16094,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16094,"Akira Tetsuo Production Cel (Tokyo Movie Shinsha, 1988).",105,4,51,67,23h 50m 31s
16095,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16095,"Akira Tetsuo Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",260,6,64,101,23h 50m 28s
16096,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16096,"Akira Takashi and Resistance Fighter Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",105,5,68,77,23h 50m 24s
16097,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16097,"Akira Tetsuo Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",130,8,62,76,23h 50m 21s
16098,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16098,"Akira Kaneda Production Cel and Animation Drawing (Tokyo Movie Shinsha, 1988).",210,6,154,292,23h 50m 18s
16099,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16099,"Akira Manga Complete Group of 38 (EPIC, 1988-1995).",130,21,50,75,23h 50m 15s
16100,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16100,"Akira Volume 1 Page 297 Color Guide (EPIC, 1988).",56,6,46,79,23h 50m 12s
16101,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16101,"Akira Kaneda and Kei Production Cel (Tokyo Movie Shinsha, 1988).",105,7,70,124,23h 50m 9s
16102,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16102,"Pokémon ""The Mystery Is History"" Ash, Pikachu, Togepi, Misty, and Brock Production Cel With ""What I Did for Love!"" Master Background (OLM, Inc., 2001/2006).",1150,37,111,191,23h 50m 6s
16103,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16103,"Pokémon: The First Movie Ash Ketchum Production Cel with ""Chikorita's Big Upset"" Master Background, Animation Drawing, and Layout Drawing (OLM, c. 1998/2000).",325,8,81,108,23h 50m 3s
16104,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16104,"Pokémon ""Fowl Play!"" Pikachu Thunderbolt Production Cel Setup with Group of 2 Douga (OLM, Inc., 2000)",390,18,95,129,23h 50m
16105,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16105,"Pokémon ""A Corsola Caper!"" Victreebel, James, Arbok, Meowth, and Jessie Production Cel with Production Background and Animation Drawing (OLM, 2001).",230,6,63,89,23h 49m 56s
16106,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16106,"Pokémon ""A Friend in Deed"" Meowth Production Cel Setup with Master Background (OLM, c. 1999).",222,5,68,109,23h 49m 52s
16107,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16107,"Pokémon ""Moving Pictures"" Pikachu Production Cel (OLM, c. 1997-2002).",250,11,115,104,23h 49m 49s
16108,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16108,"Pokémon ""To Master the Onixpected!"" Jessie and James Production Cel with Animation Drawing (OLM, 1999).",255,7,100,188,23h 49m 45s
16109,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16109,"Pokémon ""Pokémon Shipwreck"" Jessie and Meowth Production Cel (OLM, Inc., 1997).",56,6,61,49,23h 49m 42s
16110,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16110,"Pokémon Ash Ketchum and Pikachu Production Cel (OLM, Inc., c. 1997-2002).",330,20,85,94,23h 49m 38s
16111,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16111,"Pokémon Meowth Production Cel (OLM, Inc., c. 1997-2002).",68,4,49,46,23h 49m 35s
16112,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16112,"Pokémon ""Tentacool & Tentacruel"" Season 1 Pikachu and Pidgeotto Production Cel (OLM, Inc., 1997).",140,6,67,62,23h 49m 32s
16113,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16113,"Pokémon ""Tentacool and Tentacruel"" Pikachu, Horsea, Misty, Ash, and Brock Production Cel Setup with Key Master Background and Animation Drawing Group of 4 (OLM, 1997).",115,8,61,83,23h 49m 28s
16114,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16114,"Pokémon ""An EGG-sighting Adventure!"" Misty, Togepi, Ash, Brock, and Pikachu Production Cel and Animation Drawing Group of 4 (OLM, c. 1997-2001).",165,8,65,69,23h 49m 25s
16115,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16115,"Pokémon Ash Production Cel (OLM, c. 1997-2002).",330,10,96,140,23h 49m 22s
16116,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16116,"Sailor Moon Sailor Moon, Sailor Jupiter and Sailor Pluto Production Cel (Toei Animation, c. 1992-97).",7,3,50,80,23h 49m 19s
16117,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16117,"Sailor Moon Sailor Stars Sailor Moon Production Cel (Toei Animation, c. 1996-97).",84,11,59,111,23h 49m 16s
16118,7292,https://comics.ha.com/c/item.zx?saleNo=7292&lotNo=16118,"Sailor Moon ""I Want Power: Mako Lost in Thought"" Pan Production Cel Setup with Key Master Background and Animation Drawing Group of 6 (Toei Animation, c. 1991-97).",2,2,27,38,23h 49m 13s
